GemSchlNr,WpNr,Gemeinde_Gemeindeteile,Landkreis,Verbandsgemeinde,PLZ
33201009,0107,Hof am Martinsweg,Bad Dürkheim,Deidesheim,
33201009,0109,Hof im Herrgottsacker,Bad Dürkheim,Deidesheim,
33201017,,Forst an der Weinstraße,Bad Dürkheim,Deidesheim,67147
33201035,,Meckenheim,Bad Dürkheim,Deidesheim,67149
33201035,0101,Berghof,Bad Dürkheim,Deidesheim,
33201035,0102,Birkenhof,Bad Dürkheim,Deidesheim,
33201035,0103,Bleichhof,Bad Dürkheim,Deidesheim,
33201035,0104,Fasanenhof,Bad Dürkheim,Deidesheim,
33201035,0105,Grundhof,Bad Dürkheim,Deidesheim,
33201035,0106,Hof am Krähpfad,Bad Dürkheim,Deidesheim,
33201035,0107,Hof am Zollstock,Bad Dürkheim,Deidesheim,
33201035,0108,Hof im kleinen Sand,Bad Dürkheim,Deidesheim,
33201035,0109,In den Herrgottsäckern,Bad Dürkheim,Deidesheim,
33201035,0110,Lindenhof,Bad Dürkheim,Deidesheim,
33201035,0111,Mörschhof,Bad Dürkheim,Deidesheim,
33201035,0112,Schleidhof,Bad Dürkheim,Deidesheim,
33201035,0113,Schreinshauserhof,Bad Dürkheim,Deidesheim,
33201035,0114,Sandhof,Bad Dürkheim,Deidesheim,
33201035,0115,Sonnenhof,Bad Dürkheim,Deidesheim,
33201035,0116,Speierlinghof,Bad Dürkheim,Deidesheim,
33201035,0117,Tannenhof,Bad Dürkheim,Deidesheim,
33201035,0118,Handrichs Hof,Bad Dürkheim,Deidesheim,
33201035,0119,Hof in den Marlachauen,Bad Dürkheim,Deidesheim,
33201039,,Niederkirchen bei Deidesheim,Bad Dürkheim,Deidesheim,67150
33201039,0101,Martinushof,Bad Dürkheim,Deidesheim,
33201039,0102,Falkenhof,Bad Dürkheim,Deidesheim,
33201039,0103,Hof am Weiherweg,Bad Dürkheim,Deidesheim,
33201043,,Ruppertsberg,Bad Dürkheim,Deidesheim,67152
33201043,0101,Hof unter der Hoheburg,Bad Dürkheim,Deidesheim,
33201043,0102,Hof am Mühlweg,Bad Dürkheim,Deidesheim,
33201043,0103,Hof am Deidesheimer Weg,Bad Dürkheim,Deidesheim,
33202005,,Bobenheim am Berg,Bad Dürkheim,Freinsheim,67273
33202008,,Dackenheim,Bad Dürkheim,Freinsheim,67273
33202015,,Erpolzheim,Bad Dürkheim,Freinsheim,67167
33202019,,"Freinsheim, Stadt",Bad Dürkheim,Freinsheim,67251
33202019,0101,Winterhalde,Bad Dürkheim,Freinsheim,
33202019,0102,Haus Rabendeckel,Bad Dürkheim,Freinsheim,
33202019,0103,Lindemannsruhe,Bad Dürkheim,Freinsheim,
33202026,,Herxheim am Berg,Bad Dürkheim,Freinsheim,67273
33202028,,Kallstadt,Bad Dürkheim,Freinsheim,67169
33202028,0102,Forsthaus Wolfental,Bad Dürkheim,Freinsheim,
33202028,0103,Annabergstraße,Bad Dürkheim,Freinsheim,
33202049,,Weisenheim am Berg,Bad Dürkheim,Freinsheim,67273
33202050,,Weisenheim am Sand,Bad Dürkheim,Freinsheim,67256
33202050,0101,Eyersheimerhof,Bad Dürkheim,Freinsheim,
33202050,0102,Eyersheimermühle,Bad Dürkheim,Freinsheim,
33205014,,Elmstein,Bad Dürkheim,Lambrecht (Pfalz),67471
33205014,0101,Am Schützenhaus,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0102,Appenthal,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0103,Erlenbach (ehem.Gem.Wilgartswiesen) ,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0104,Forsthaus Frechental (ehem.Gem.Rodt unter Riedburg),Bad Dürkheim,Lambrecht (Pfalz),
33205014,0105,Harzofen,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0106,Helmbach,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0107,Hornesselwiese,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0108,Iggelbach,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0109,Mückenwiese,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0110,Röderthal,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0111,Schafhof,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0112,Schwabenbach,Bad Dürkheim,Lambrecht (Pfalz),
33205014,0113,Schwarzbach (ehem.Gem.Wilgartswiesen),Bad Dürkheim,Lambrecht (Pfalz),
33205014,0114,Speyerbrunn (ehem.Gem.Wilgartswiesen),Bad Dürkheim,Lambrecht (Pfalz),
33205014,0115,"Stilles Tal, Hornesselwiese",Bad Dürkheim,Lambrecht (Pfalz),
33205014,0116,"Wolfsgrube, Forsthaus",Bad Dürkheim,Lambrecht (Pfalz),
33205016,,Esthal,Bad Dürkheim,Lambrecht (Pfalz),67472
33205016,0101,Breitenstein,Bad Dürkheim,Lambrecht (Pfalz),
33205016,0102,Erfenstein,Bad Dürkheim,Lambrecht (Pfalz),
33205016,0103,Esthaler Forsthaus,Bad Dürkheim,Lambrecht (Pfalz),
33205016,0104,Sattelmühle,Bad Dürkheim,Lambrecht (Pfalz),
33205018,,Frankeneck,Bad Dürkheim,Lambrecht (Pfalz),67468
33205032,,"Lambrecht (Pfalz), Stadt",Bad Dürkheim,Lambrecht (Pfalz),67466
33205032,0101,Iptestal,Bad Dürkheim,Lambrecht (Pfalz),
33205034,,Lindenberg,Bad Dürkheim,Lambrecht (Pfalz),67473
33205034,0101,Alte Maschine,Bad Dürkheim,Lambrecht (Pfalz),
33205034,0102,Dörrental,Bad Dürkheim,Lambrecht (Pfalz),
33205034,0103,"Krankental, Forsthaus",Bad Dürkheim,Lambrecht (Pfalz),
33205034,0104,Neue Maschine,Bad Dürkheim,Lambrecht (Pfalz),
33205034,0105,Nonnental,Bad Dürkheim,Lambrecht (Pfalz),
33205037,,Neidenfels,Bad Dürkheim,Lambrecht (Pfalz),67468
33205037,0101,"Neumühle, Fabriksiedlung",Bad Dürkheim,Lambrecht (Pfalz),
33205048,,Weidenthal,Bad Dürkheim,Lambrecht (Pfalz),67475
33205048,0101,Eisenkehl,Bad Dürkheim,Lambrecht (Pfalz),
33205048,0102,Mainzertal,Bad Dürkheim,Lambrecht (Pfalz),
33205048,0103,"Morschbacherhof, Forsthaus",Bad Dürkheim,Lambrecht (Pfalz),
33205048,0104,Parkettfabrik,Bad Dürkheim,Lambrecht (Pfalz),
33205048,0105,"Rußmühle, Steinbruch",Bad Dürkheim,Lambrecht (Pfalz),
33206013,,Ellerstadt,Bad Dürkheim,Wachenheim an der Weinstraße,67158
33206013,0101,Akaziensiedlung,Bad Dürkheim,Wachenheim an der Weinstraße,
33206020,,Friedelsheim,Bad Dürkheim,Wachenheim an der Weinstraße,67159
33206022,,Gönnheim,Bad Dürkheim,Wachenheim an der Weinstraße,67161
33206022,0101,"Ellerstadt, Sdlg.",Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,,"Wachenheim an der Weinstraße, Stadt",Bad Dürkheim,Wachenheim an der Weinstraße,67157
33206046,0101,Haus Adam,Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,0102,Kreuzberg,Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,0103,Im langen Graben,Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,0104,Mundhardterhof,Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,0105,Odinstal,Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,0106,"Pferchtal, Gastst.",Bad Dürkheim,Wachenheim an der Weinstraße,
33206046,0107,"Rotsteig, Forsthaus",Bad Dürkheim,Wachenheim an der Weinstraße,
33207001,,Altleiningen,Bad Dürkheim,Leiningerland,67317
33207001,0101,Amseltal,Bad Dürkheim,Leiningerland,
33207001,0102,Drahtzug,Bad Dürkheim,Leiningerland,
33207001,0103,Gartenhof,Bad Dürkheim,Leiningerland,
33207001,0104,Großsägmühle,Bad Dürkheim,Leiningerland,
33207001,0105,Höningen,Bad Dürkheim,Leiningerland,
33207001,0106,Junghof,Bad Dürkheim,Leiningerland,
33207001,0107,Kleinsägmühle,Bad Dürkheim,Leiningerland,
33207001,0108,Leininger Tal,Bad Dürkheim,Leiningerland,
33207001,0109,Hof am Hang,Bad Dürkheim,Leiningerland,
33207001,0110,Neuhof,Bad Dürkheim,Leiningerland,
33207001,0111,Spechttal,Bad Dürkheim,Leiningerland,
33207001,0112,Tränkwoog,Bad Dürkheim,Leiningerland,
33207001,0113,Villa Waldheim,Bad Dürkheim,Leiningerland,
33207001,0114,Weiherhof,Bad Dürkheim,Leiningerland,
33207003,,Battenberg (Pfalz),Bad Dürkheim,Leiningerland,67271
33207003,0101,Bickelhaube 1,Bad Dürkheim,Leiningerland,
33207004,,Bissersheim,Bad Dürkheim,Leiningerland,67281
33207004,0101,Bruchmühle,Bad Dürkheim,Leiningerland,
33207004,0102,Blockhaus 1,Bad Dürkheim,Leiningerland,
33207006,,Bockenheim an der Weinstraße,Bad Dürkheim,Leiningerland,67278
33207007,,Carlsberg,Bad Dürkheim,Leiningerland,67316
33207007,0100,Carlsberg,Bad Dürkheim,Leiningerland,
33207007,0101,Bacherhof,Bad Dürkheim,Leiningerland,
33207007,0102,Böhlweg,Bad Dürkheim,Leiningerland,
33207007,0103,Fichteck,Bad Dürkheim,Leiningerland,
33207007,0104,Finkenhof,Bad Dürkheim,Leiningerland,
33207007,0105,Hasental,Bad Dürkheim,Leiningerland,
33207007,0106,Klapptor,Bad Dürkheim,Leiningerland,
33207007,0107,Kleinfrankreich,Bad Dürkheim,Leiningerland,
33207007,0108,Kupfertal,Bad Dürkheim,Leiningerland,
33207007,0109,Margarethenhof,Bad Dürkheim,Leiningerland,
33207007,0110,Schamberg,Bad Dürkheim,Leiningerland,
33207007,0111,Seckenhäuserhof,Bad Dürkheim,Leiningerland,
33207007,0200,Hertlingshausen,Bad Dürkheim,Leiningerland,
33207007,0201,Frauenthalerhof,Bad Dürkheim,Leiningerland,
33207007,0202,"Jost, Haus",Bad Dürkheim,Leiningerland,
33207007,0203,Oberselighof,Bad Dürkheim,Leiningerland,
33207007,0204,Rahnenhof,Bad Dürkheim,Leiningerland,
33207007,0205,Talhaus,Bad Dürkheim,Leiningerland,
33207007,0206,Unterselighof,Bad Dürkheim,Leiningerland,
33207010,,Dirmstein,Bad Dürkheim,Leiningerland,67246
33207012,,Ebertsheim,Bad Dürkheim,Leiningerland,67280
33207012,0100,Ebertsheim,Bad Dürkheim,Leiningerland,
33207012,0200,Rodenbach (Ortsbezirk),Bad Dürkheim,Leiningerland,
33207012,0201,Kronenmühle,Bad Dürkheim,Leiningerland,
33207021,,Gerolsheim,Bad Dürkheim,Leiningerland,67229
33207021,0101,Willersinnstraße 2,Bad Dürkheim,Leiningerland,
33207023,,Großkarlbach,Bad Dürkheim,Leiningerland,67229
33207023,0101,Bosche (Geflügelfarm),Bad Dürkheim,Leiningerland,
33207023,0102,Heckmühle,Bad Dürkheim,Leiningerland,
33207027,,Hettenleidelheim,Bad Dürkheim,Leiningerland,67310
33207027,0101,Margaretenhof,Bad Dürkheim,Leiningerland,
33207029,,Kindenheim,Bad Dürkheim,Leiningerland,67271
33207030,,Kirchheim an der Weinstraße,Bad Dürkheim,Leiningerland,67281
33207030,0101,Blockhaus 2,Bad Dürkheim,Leiningerland,
33207030,0102,Haus Kern,Bad Dürkheim,Leiningerland,
33207030,0103,Lindenhof,Bad Dürkheim,Leiningerland,
33207030,0104,Schloßhof,Bad Dürkheim,Leiningerland,
33207030,0105,Ziegelhütte,Bad Dürkheim,Leiningerland,
33207031,,Kleinkarlbach,Bad Dürkheim,Leiningerland,67271
33207033,,Laumersheim,Bad Dürkheim,Leiningerland,67229
33207033,0101,"Weidenmühle, Fabrik",Bad Dürkheim,Leiningerland,
33207033,0102,Weidenmühle 2,Bad Dürkheim,Leiningerland,
33207036,,Mertesheim,Bad Dürkheim,Leiningerland,67271
33207036,0101,Neubau,Bad Dürkheim,Leiningerland,
33207038,,Neuleiningen,Bad Dürkheim,Leiningerland,67271
33207038,0101,Am Sonnenberg,Bad Dürkheim,Leiningerland,
33207038,0102,Maihof,Bad Dürkheim,Leiningerland,
33207038,0103,Nackterhof,Bad Dürkheim,Leiningerland,
33207038,0104,Nackterwäldchen,Bad Dürkheim,Leiningerland,
33207038,0105,Neuleiningen-Tal,Bad Dürkheim,Leiningerland,
33207038,0106,St.Nicolaushof,Bad Dürkheim,Leiningerland,
33207038,0107,Süßenhof,Bad Dürkheim,Leiningerland,
33207038,0108,Talberg,Bad Dürkheim,Leiningerland,
33207038,0109,Wasserwerk,Bad Dürkheim,Leiningerland,
33207040,,Obersülzen,Bad Dürkheim,Leiningerland,67271
33207041,,Obrigheim (Pfalz),Bad Dürkheim,Leiningerland,67283
33207041,0100,Albsheim,Bad Dürkheim,Leiningerland,
33207041,0101,Krausmühle,Bad Dürkheim,Leiningerland,
33207041,0200,Colgenstein-Heidesheim,Bad Dürkheim,Leiningerland,
33207041,0201,Schloßmühle,Bad Dürkheim,Leiningerland,
33207041,0300,Mühlheim,Bad Dürkheim,Leiningerland,
33207041,0400,Obrigheim,Bad Dürkheim,Leiningerland,
33207041,0401,Neuoffstein,Bad Dürkheim,Leiningerland,
33207042,,Quirnheim,Bad Dürkheim,Leiningerland,67280
33207042,0101,Boßweiler,Bad Dürkheim,Leiningerland,
33207042,0102,Hertlingshäuserhof,Bad Dürkheim,Leiningerland,
33207042,0103,"Quirnheim-Tal:Bruchmühle,Göbelsh.,Neuhäusch.,Papiermüh.",Bad Dürkheim,Leiningerland,
33207044,,Tiefenthal,Bad Dürkheim,Leiningerland,67311
33207044,0101,Bahnhof Tiefenthal,Bad Dürkheim,Leiningerland,
33207047,,Wattenheim,Bad Dürkheim,Leiningerland,67319
33207047,0101,Autobahnmeisterei,Bad Dürkheim,Leiningerland,
33207047,0102,Görlesgrund,Bad Dürkheim,Leiningerland,
33207047,0103,Hammermühle,Bad Dürkheim,Leiningerland,
33207047,0104,Hetschmühle,Bad Dürkheim,Leiningerland,
33207047,0105,Keckenhütte,Bad Dürkheim,Leiningerland,
33207047,0106,Neuwoog,Bad Dürkheim,Leiningerland,
33207047,0107,Schmelz,Bad Dürkheim,Leiningerland,
33207047,0108,Wasserwerk,Bad Dürkheim,Leiningerland,
33302019,,"Eisenberg (Pfalz), Stadt",Donnersberg-Kreis,Eisenberg (Pfalz),67304
33302019,0100,Eisenberg,Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0101,Abendthal,Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0102,Erlenhof,Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0104,Lauberhof,Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0105,Ochsenbusch,Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0106,"Seltenbach, Gastst.",Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0107,SOS-Kinderdorf,Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0108,Steinborn (Ortsbezirk),Donnersberg-Kreis,Eisenberg (Pfalz),
33302019,0200,Stauf (Ortsbezirk),Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,,Kerzenheim,Donnersberg-Kreis,Eisenberg (Pfalz),67304
33302038,0101,Arles-Siedlung,Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,0102,Göllheimer Häuschen (T.a.Ortsbezirk Rosenthal),Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,0103,Grauwald-Siedlung (T.a.Ortsbezirk Rosenthal),Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,0104,Haus Dietrich,Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,0105,Kerzweilerhof (T.a.Ortsbezirk Rosenthal),Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,0106,Rosenthalerhof (T.a.Ortsbezirk Rosenthal),Donnersberg-Kreis,Eisenberg (Pfalz),
33302038,0107,Steinäcker-Siedlung (T.a.Ortsbezirk Rosenthal) ,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,,Ramsen,Donnersberg-Kreis,Eisenberg (Pfalz),67305
33302060,0101,Clauserhof,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0102,Eiswoog,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0103,Kisselhof,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0104,Kleehof,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0105,Neuhammer,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0106,Ripperterhof,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0107,Eiswoog-Forsthaus,Donnersberg-Kreis,Eisenberg (Pfalz),
33302060,0108,"Walzwerk, Hof",Donnersberg-Kreis,Eisenberg (Pfalz),
33303001,,Albisheim (Pfrimm),Donnersberg-Kreis,Göllheim,67308
33303001,0101,Bahnhof Albisheim,Donnersberg-Kreis,Göllheim,
33303001,0102,Heyerhof,Donnersberg-Kreis,Göllheim,
33303001,0103,Pfortmühle,Donnersberg-Kreis,Göllheim,
33303006,,Biedesheim,Donnersberg-Kreis,Göllheim,67308
33303006,0101,Neumühle,Donnersberg-Kreis,Göllheim,
33303006,0102,Siedlung Schönblick,Donnersberg-Kreis,Göllheim,
33303012,,Bubenheim,Donnersberg-Kreis,Göllheim,67308
33303012,0101,"Borkensteiner Mühle, Möbelfabrik",Donnersberg-Kreis,Göllheim,
33303012,0102,Dörrmühle,Donnersberg-Kreis,Göllheim,
33303012,0103,Kalkwerk,Donnersberg-Kreis,Göllheim,
33303017,,Dreisen,Donnersberg-Kreis,Göllheim,67816
33303017,0101,Bahnhof Dreisen,Donnersberg-Kreis,Göllheim,
33303017,0102,Bannholz,Donnersberg-Kreis,Göllheim,
33303017,0103,Hollidahof,Donnersberg-Kreis,Göllheim,
33303017,0104,Im Talweg,Donnersberg-Kreis,Göllheim,
33303017,0105,Lochmühle,Donnersberg-Kreis,Göllheim,
33303017,0106,Lohmühle,Donnersberg-Kreis,Göllheim,
33303017,0107,Münsterhof,Donnersberg-Kreis,Göllheim,
33303017,0108,In den Kappesäckern Nr.1,Donnersberg-Kreis,Göllheim,
33303018,,Einselthum,Donnersberg-Kreis,Göllheim,67308
33303018,0101,Wiesenmühle,Donnersberg-Kreis,Göllheim,
33303026,,Göllheim,Donnersberg-Kreis,Göllheim,67307
33303026,0101,Am Ruhweg,Donnersberg-Kreis,Göllheim,
33303026,0102,Auf der Füllenweide,Donnersberg-Kreis,Göllheim,
33303026,0103,Esper,Donnersberg-Kreis,Göllheim,
33303026,0104,Gundheimerhof,Donnersberg-Kreis,Göllheim,
33303032,,Immesheim,Donnersberg-Kreis,Göllheim,67308
33303032,0101,"Kleinmühle, Fabrik",Donnersberg-Kreis,Göllheim,
33303041,,Lautersheim,Donnersberg-Kreis,Göllheim,67308
33303058,,Ottersheim,Donnersberg-Kreis,Göllheim,67308
33303064,,Rüssingen,Donnersberg-Kreis,Göllheim,67308
33303064,0101,Lindenhof,Donnersberg-Kreis,Göllheim,
33303074,,Standenbühl,Donnersberg-Kreis,Göllheim,67816
33303074,0101,Fohlenhof,Donnersberg-Kreis,Göllheim,
33303074,0102,Pfrimmbacher Hof,Donnersberg-Kreis,Göllheim,
33303081,,Weitersweiler,Donnersberg-Kreis,Göllheim,67808
33303501,,Zellertal,Donnersberg-Kreis,Göllheim,67308
33303501,0100,Harxheim (Ortsbezirk),Donnersberg-Kreis,Göllheim,
33303501,0101,Bannmühle,Donnersberg-Kreis,Göllheim,
33303501,0102,Jüngstmühle,Donnersberg-Kreis,Göllheim,
33303501,0103,Kurpfalzmühle,Donnersberg-Kreis,Göllheim,
33303501,0200,Niefernheim (Ortsbezirk),Donnersberg-Kreis,Göllheim,
33303501,0201,Haus Lauer,Donnersberg-Kreis,Göllheim,
33303501,0202,Reitzenmühle,Donnersberg-Kreis,Göllheim,
33303501,0300,Zell (Ortsbezirk),Donnersberg-Kreis,Göllheim,
33303501,0301,Klosterhof,Donnersberg-Kreis,Göllheim,
33304005,,Bennhausen,Donnersberg-Kreis,Kirchheimbolanden,67808
33304007,,Bischheim,Donnersberg-Kreis,Kirchheimbolanden,67294
33304007,0101,Am steinernen Berg,Donnersberg-Kreis,Kirchheimbolanden,
33304007,0102,Heubergerhof,Donnersberg-Kreis,Kirchheimbolanden,
33304007,0103,Heubergermühle,Donnersberg-Kreis,Kirchheimbolanden,
33304007,0104,Jägerhaus,Donnersberg-Kreis,Kirchheimbolanden,
33304007,0105,Kupfermühle,Donnersberg-Kreis,Kirchheimbolanden,
33304007,0106,Pulvermühle,Donnersberg-Kreis,Kirchheimbolanden,
33304010,,Bolanden,Donnersberg-Kreis,Kirchheimbolanden,67295
33304010,0101,Bolanderhof,Donnersberg-Kreis,Kirchheimbolanden,
33304010,0102,Hügelhof,Donnersberg-Kreis,Kirchheimbolanden,
33304010,0103,Klosterhof,Donnersberg-Kreis,Kirchheimbolanden,
33304010,0104,Weierhof,Donnersberg-Kreis,Kirchheimbolanden,
33304013,,Dannenfels,Donnersberg-Kreis,Kirchheimbolanden,67814
33304013,0101,Bastenhaus,Donnersberg-Kreis,Kirchheimbolanden,
33304013,0102,"Dannenfelsermühle, Gastst.",Donnersberg-Kreis,Kirchheimbolanden,
33304013,0103,Waldhaus Donnersberg,Donnersberg-Kreis,Kirchheimbolanden,
33304022,,Gauersheim,Donnersberg-Kreis,Kirchheimbolanden,67294
33304022,0101,Untere Mühle,Donnersberg-Kreis,Kirchheimbolanden,
33304031,,Ilbesheim,Donnersberg-Kreis,Kirchheimbolanden,67294
33304031,0101,Bahnhof Morschheim,Donnersberg-Kreis,Kirchheimbolanden,
33304035,,Jakobsweiler,Donnersberg-Kreis,Kirchheimbolanden,67814
33304035,0101,Gasthaus Wildenstein,Donnersberg-Kreis,Kirchheimbolanden,
33304039,,"Kirchheimbolanden, Stadt",Donnersberg-Kreis,Kirchheimbolanden,67292
33304039,0101,Ambach,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0102,Bahnposten,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0103,Bolanderhof,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0106,Edenbornerhof,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0107,Haide,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0108,Hessenhütte,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0111,Rothenkircherhof,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0112,Schillerhain,Donnersberg-Kreis,Kirchheimbolanden,
33304039,0113,Ziegelhütte,Donnersberg-Kreis,Kirchheimbolanden,
33304040,,Kriegsfeld,Donnersberg-Kreis,Kirchheimbolanden,67819
33304040,0101,"Pfalz, Forsthaus",Donnersberg-Kreis,Kirchheimbolanden,
33304040,0102,"Pfalzfeld, Geflügelfarm",Donnersberg-Kreis,Kirchheimbolanden,
33304040,0103,Schniftenbergerhof,Donnersberg-Kreis,Kirchheimbolanden,
33304045,,Marnheim,Donnersberg-Kreis,Kirchheimbolanden,67297
33304045,0101,Berghof,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0102,Elbisheimerhof,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0103,Froschauerhof,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0104,Mittelmühle,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0105,Riedenmühle,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0106,Rothenbergermühle,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0107,Sandbrunnen,Donnersberg-Kreis,Kirchheimbolanden,
33304045,0108,Steinmühle,Donnersberg-Kreis,Kirchheimbolanden,
33304046,,Mörsfeld,Donnersberg-Kreis,Kirchheimbolanden,67808
33304046,0101,Daimbacherhof,Donnersberg-Kreis,Kirchheimbolanden,
33304046,0102,Pfaffenloch,Donnersberg-Kreis,Kirchheimbolanden,
33304046,0103,Pfalzblick,Donnersberg-Kreis,Kirchheimbolanden,
33304047,,Morschheim,Donnersberg-Kreis,Kirchheimbolanden,67294
33304047,0101,Am Steinernen Berg,Donnersberg-Kreis,Kirchheimbolanden,
33304047,0102,Bahnhof Morschheim,Donnersberg-Kreis,Kirchheimbolanden,
33304056,,Oberwiesen,Donnersberg-Kreis,Kirchheimbolanden,67294
33304057,,Orbis,Donnersberg-Kreis,Kirchheimbolanden,67294
33304057,0101,Leithof,Donnersberg-Kreis,Kirchheimbolanden,
33304062,,Rittersheim,Donnersberg-Kreis,Kirchheimbolanden,67294
33304062,0101,Josefsmühle,Donnersberg-Kreis,Kirchheimbolanden,
33304062,0102,Steuerwaldsmühle,Donnersberg-Kreis,Kirchheimbolanden,
33304076,,Stetten,Donnersberg-Kreis,Kirchheimbolanden,67294
33306009,,Börrstadt,Donnersberg-Kreis,Winnweiler,67725
33306009,0101,Aalenbach,Donnersberg-Kreis,Winnweiler,
33306009,0103,Hahnweilerhof,Donnersberg-Kreis,Winnweiler,
33306009,0104,Herfingerhof,Donnersberg-Kreis,Winnweiler,
33306009,0105,Kreuzhof,Donnersberg-Kreis,Winnweiler,
33306009,0106,Mühlbusch,Donnersberg-Kreis,Winnweiler,
33306009,0107,Sonnenhof,Donnersberg-Kreis,Winnweiler,
33306009,0108,Theresienhof,Donnersberg-Kreis,Winnweiler,
33306009,0109,Waldhaus Klausberg,Donnersberg-Kreis,Winnweiler,
33306009,0110,Walzhof,Donnersberg-Kreis,Winnweiler,
33306009,0111,Lindenhof,Donnersberg-Kreis,Winnweiler,
33306011,,Breunigweiler,Donnersberg-Kreis,Winnweiler,67725
33306020,,Falkenstein,Donnersberg-Kreis,Winnweiler,67808
33306020,0101,Bornshof,Donnersberg-Kreis,Winnweiler,
33306020,0102,Fuchshof,Donnersberg-Kreis,Winnweiler,
33306020,0103,Merzauerhof,Donnersberg-Kreis,Winnweiler,
33306020,0104,Wambacherhof,Donnersberg-Kreis,Winnweiler,
33306027,,Gonbach,Donnersberg-Kreis,Winnweiler,67724
33306030,,Höringen,Donnersberg-Kreis,Winnweiler,67724
33306030,0101,Neu-Mühle,Donnersberg-Kreis,Winnweiler,
33306030,0102,Wackenbornerhof,Donnersberg-Kreis,Winnweiler,
33306030,0103,Wingertsweilerhof,Donnersberg-Kreis,Winnweiler,
33306033,,Imsbach,Donnersberg-Kreis,Winnweiler,67817
33306033,0101,Langheckerhof,Donnersberg-Kreis,Winnweiler,
33306033,0103,Röderhof,Donnersberg-Kreis,Winnweiler,
33306042,,Lohnsfeld,Donnersberg-Kreis,Winnweiler,67727
33306042,0101,Ziegelhütte,Donnersberg-Kreis,Winnweiler,
33306042,0102,Pulvermühle,Donnersberg-Kreis,Winnweiler,
33306042,0103,Schmitterhof,Donnersberg-Kreis,Winnweiler,
33306048,,Münchweiler an der Alsenz,Donnersberg-Kreis,Winnweiler,67728
33306048,0101,Kuhwiese,Donnersberg-Kreis,Winnweiler,
33306048,0102,Neumühle,Donnersberg-Kreis,Winnweiler,
33306048,0103,Ziegelhütte,Donnersberg-Kreis,Winnweiler,
33306069,,Schweisweiler,Donnersberg-Kreis,Winnweiler,67808
33306069,0101,Reiterhof,Donnersberg-Kreis,Winnweiler,
33306069,0102,"Tivoli, Gastst.",Donnersberg-Kreis,Winnweiler,
33306071,,Sippersfeld,Donnersberg-Kreis,Winnweiler,67729
33306071,0101,Pfrimmerhof,Donnersberg-Kreis,Winnweiler,
33306075,,Steinbach am Donnersberg,Donnersberg-Kreis,Winnweiler,67808
33306075,0101,Haus Kaiserbusch,Donnersberg-Kreis,Winnweiler,
33306075,0102,Haus Voigtland,Donnersberg-Kreis,Winnweiler,
33306075,0103,Obere Mühle,Donnersberg-Kreis,Winnweiler,
